#              step            E_total                m_x                m_y                m_z             E_exch            E_demag 
#                                    J                                                                           J                  J 
               207 6.289995174966e-19 9.670719194873e-01 1.240545433538e-01 -7.944470979783e-09 9.020519609605e-20 5.387943214006e-19 
               208 6.289560961154e-19 9.670717074781e-01 1.240558824248e-01 -6.899677494688e-09 9.016231324630e-20 5.387937828691e-19 
               209 6.289555411177e-19 9.670714912806e-01 1.240571922013e-01 -6.145477754808e-09 9.016185083079e-20 5.387936902869e-19 
               210 6.289554814516e-19 9.670713219957e-01 1.240582169970e-01 -5.669632109888e-09 9.016190771726e-20 5.387935737343e-19 
               211 6.289554708891e-19 9.670711367038e-01 1.240593383989e-01 -5.208700588624e-09 9.016204249833e-20 5.387934283908e-19 
               212 6.289554521151e-19 9.670707646823e-01 1.240615894340e-01 -4.382882775543e-09 9.016233732100e-20 5.387931147941e-19 
               213 6.289551460085e-19 9.670640815770e-01 1.241020070431e-01 7.638868185466e-09 9.016803281083e-20 5.387871131977e-19 
               214 6.289551384961e-19 9.670623372316e-01 1.241124954030e-01 1.937664874791e-09 9.016926145740e-20 5.387858770387e-19 
               215 6.289563773161e-19 9.670614018760e-01 1.241181122918e-01 1.281987129051e-09 9.017076168438e-20 5.387856156317e-19 
               216 6.289550316887e-19 9.670612342152e-01 1.241191195519e-01 1.121754249802e-09 9.016954105045e-20 5.387854906383e-19 
               217 6.289550116800e-19 9.670610697377e-01 1.241201062748e-01 1.012386363204e-09 9.016960852109e-20 5.387854031590e-19 
               218 6.289549999078e-19 9.670608526870e-01 1.241214081665e-01 9.028616510345e-10 9.016969590723e-20 5.387853040005e-19 
               219 6.289549507490e-19 9.670596990113e-01 1.241283263128e-01 4.639968081554e-10 9.017010990289e-20 5.387848408461e-19 
               220 6.289549333089e-19 9.670593331479e-01 1.241305174838e-01 4.427980303773e-10 9.017019596802e-20 5.387847373409e-19 
               221 6.289548506509e-19 9.670573775654e-01 1.241422236718e-01 7.792026902490e-11 9.017083886281e-20 5.387840117881e-19 
               222 6.289548384586e-19 9.670571351471e-01 1.241436715496e-01 7.778752301973e-11 9.017091495488e-20 5.387839235037e-19 
               223 6.289548135350e-19 9.670565124218e-01 1.241473897657e-01 7.710425048508e-11 9.017111095436e-20 5.387837025806e-19 
               224 6.289548044201e-19 9.670563488621e-01 1.241483656461e-01 7.422413709370e-11 9.017116018360e-20 5.387836442365e-19 
               225 6.289547864683e-19 9.670559296304e-01 1.241508664894e-01 6.578655958088e-11 9.017129298525e-20 5.387834934830e-19 
               226 6.289547725163e-19 9.670556031695e-01 1.241528129599e-01 5.860746880796e-11 9.017139796545e-20 5.387833745509e-19 
               227 6.289531396322e-19 9.669778204273e-01 1.246156488398e-01 -1.385547321710e-09 9.019766100184e-20 5.387554786304e-19 
               228 6.289521206664e-19 9.669776463074e-01 1.246165674904e-01 -1.265850185482e-09 9.019673902191e-20 5.387553816445e-19 
               229 6.289519272596e-19 9.669775214414e-01 1.246172256713e-01 -1.191694745723e-09 9.019661366330e-20 5.387553135963e-19 
               230 6.289519237583e-19 9.669773969299e-01 1.246178817217e-01 -1.123751055642e-09 9.019667698134e-20 5.387552467770e-19 
               231 6.289511022915e-19 9.669418910532e-01 1.248048169147e-01 1.680346162058e-08 9.021499966252e-20 5.387361026290e-19 
               232 6.289512290303e-19 9.669412968827e-01 1.248077902018e-01 1.028212185129e-08 9.021608222008e-20 5.387351468102e-19 
               233 6.289510206337e-19 9.669410790504e-01 1.248088812370e-01 9.461175533335e-09 9.021587056270e-20 5.387351500710e-19 
               234 6.289510103600e-19 9.669408858684e-01 1.248098480094e-01 8.610806303582e-09 9.021594728508e-20 5.387350630749e-19 
               235 6.289510026725e-19 9.669406280923e-01 1.248111376715e-01 7.518154741371e-09 9.021607125077e-20 5.387349314217e-19 
               236 6.289509982925e-19 9.669404825626e-01 1.248118655042e-01 6.962702856659e-09 9.021615124947e-20 5.387348470431e-19 
               237 6.289509689380e-19 9.669393959459e-01 1.248172988746e-01 3.115586469812e-09 9.021674924673e-20 5.387342196912e-19 
               238 6.289509565670e-19 9.669388207781e-01 1.248201709482e-01 2.214383791627e-09 9.021707783168e-20 5.387338787353e-19 
               239 6.289510872560e-19 9.669375830435e-01 1.248263466837e-01 9.890206131764e-10 9.021788653051e-20 5.387332007255e-19 
               240 6.289509221832e-19 9.669374560234e-01 1.248269795321e-01 9.210501988097e-10 9.021781417306e-20 5.387331080101e-19 
               241 6.289509189763e-19 9.669373285001e-01 1.248276146508e-01 8.622701488395e-10 9.021789021379e-20 5.387330287625e-19 
               242 6.289509163306e-19 9.669372132329e-01 1.248281886351e-01 8.153819732098e-10 9.021795846616e-20 5.387329578644e-19 
               243 6.289506172096e-19 9.669221966481e-01 1.249029353563e-01 -4.734148854670e-09 9.022682590976e-20 5.387237912998e-19 
               244 6.289507586246e-19 9.669210088209e-01 1.249087264975e-01 -2.268402441600e-10 9.022727378840e-20 5.387234848363e-19 
               245 6.289507788429e-19 9.669207619682e-01 1.249099270005e-01 -1.165140511846e-09 9.022771294192e-20 5.387230659010e-19 
               246 6.289505778932e-19 9.669206517001e-01 1.249104635305e-01 -1.214195752958e-09 9.022762912182e-20 5.387229487714e-19 
               247 6.289505711711e-19 9.669205503591e-01 1.249109564738e-01 -1.224030820524e-09 9.022770909920e-20 5.387228620719e-19 
               248 6.289505683862e-19 9.669204421674e-01 1.249114827003e-01 -1.212844286554e-09 9.022778857362e-20 5.387227798126e-19 
               249 6.289505475919e-19 9.669194126128e-01 1.249164896910e-01 -9.639187530552e-10 9.022848416292e-20 5.387220634290e-19 
               250 6.289505411306e-19 9.669191599515e-01 1.249177170964e-01 -7.011531853145e-10 9.022855288781e-20 5.387219882428e-19 
               251 6.289505323185e-19 9.669186998760e-01 1.249199509523e-01 -5.056042397747e-10 9.022877487862e-20 5.387217574399e-19 
               252 6.289505282010e-19 9.669185375560e-01 1.249207385540e-01 -4.825806097379e-10 9.022885720625e-20 5.387216709948e-19 
               253 6.289505201116e-19 9.669181203433e-01 1.249227624422e-01 -4.155121111462e-10 9.022907629303e-20 5.387214438186e-19 
               254 6.289505177291e-19 9.669180171634e-01 1.249232626755e-01 -3.978030598920e-10 9.022912845522e-20 5.387213892738e-19 
               255 6.289505100053e-19 9.669176277698e-01 1.249251502292e-01 -3.350065730060e-10 9.022932699183e-20 5.387211830135e-19 
               256 6.289505063370e-19 9.669174420892e-01 1.249260497991e-01 -3.113499957736e-10 9.022942209005e-20 5.387210842470e-19 
               257 6.289504163039e-19 9.669099126866e-01 1.249625136150e-01 5.793256618560e-10 9.023333217198e-20 5.387170841320e-19 
               258 6.289503628641e-19 9.669098084427e-01 1.249630128931e-01 5.531779011851e-10 9.023333750151e-20 5.387170253626e-19 
               259 6.289503603760e-19 9.669097131902e-01 1.249634690026e-01 5.301358876458e-10 9.023338818572e-20 5.387169721903e-19 
               260 6.289503586187e-19 9.669096191221e-01 1.249639193766e-01 5.081871463446e-10 9.023343924330e-20 5.387169193754e-19 
               261 6.289498346947e-19 9.668735029403e-01 1.251367134443e-01 -7.599020266128e-09 9.025326336682e-20 5.386965713279e-19 
               262 6.289506598462e-19 9.668725076878e-01 1.251411723030e-01 -3.735852267158e-09 9.025639924466e-20 5.386942606016e-19 
               263 6.289498139586e-19 9.668723762142e-01 1.251417633113e-01 -3.261386293686e-09 9.025573813200e-20 5.386940758266e-19 
               264 6.289497684780e-19 9.668722682170e-01 1.251422481523e-01 -2.986256970743e-09 9.025580202860e-20 5.386939664494e-19 
               265 6.289497653371e-19 9.668721568569e-01 1.251427479624e-01 -2.757061500450e-09 9.025592829666e-20 5.386938370404e-19 
               266 6.289497619540e-19 9.668720263579e-01 1.251433336218e-01 -2.530629066457e-09 9.025607887176e-20 5.386936830822e-19 
               267 6.289497120152e-19 9.668689482770e-01 1.251571454183e-01 2.025435046275e-09 9.025963191186e-20 5.386900801034e-19 
               268 6.289497547376e-19 9.668686208134e-01 1.251586123898e-01 1.168677183180e-09 9.025985827876e-20 5.386898964589e-19 
               269 6.289497018414e-19 9.668685326784e-01 1.251590071420e-01 1.144910458929e-09 9.025981114395e-20 5.386898906975e-19 
               270 6.289496988515e-19 9.668684585826e-01 1.251593388981e-01 1.114432608683e-09 9.025981793458e-20 5.386898809169e-19 
               271 6.289496975329e-19 9.668683644401e-01 1.251597603258e-01 1.069494197597e-09 9.025983275714e-20 5.386898647758e-19 
               272 6.289496937284e-19 9.668680873086e-01 1.251610005988e-01 9.239269395250e-10 9.025988749004e-20 5.386898062384e-19 
               273 6.289494793550e-19 9.668497649192e-01 1.252429237926e-01 -9.586845905733e-09 9.026516016145e-20 5.386843191936e-19 
               274 6.289496355751e-19 9.668478692798e-01 1.252510214379e-01 5.386380897247e-09 9.027090483327e-20 5.386787307418e-19 
               275 6.289507537093e-19 9.668475483250e-01 1.252523971880e-01 1.066619075491e-09 9.027325533499e-20 5.386774983743e-19 
               276 6.289494635417e-19 9.668474786047e-01 1.252526984869e-01 1.304081331870e-09 9.027195480565e-20 5.386775087360e-19 
               277 6.289494452416e-19 9.668474138924e-01 1.252529771541e-01 1.423552999463e-09 9.027193910820e-20 5.386775061334e-19 
               278 6.289494408044e-19 9.668473437628e-01 1.252532790103e-01 1.486294842865e-09 9.027195570129e-20 5.386774851032e-19 
               279 6.289494353411e-19 9.668471039839e-01 1.252543107181e-01 1.532272064381e-09 9.027207072455e-20 5.386773646165e-19 
               280 6.289494329515e-19 9.668468979371e-01 1.252551965345e-01 1.251811200570e-09 9.027226941736e-20 5.386771635341e-19 
               281 6.289494141881e-19 9.668447650506e-01 1.252643643557e-01 -8.819907950585e-10 9.027422250269e-20 5.386751916854e-19 
               282 6.289494084753e-19 9.668446641668e-01 1.252647969898e-01 -7.934238522079e-10 9.027429043665e-20 5.386751180386e-19 
               283 6.289494071986e-19 9.668445636890e-01 1.252652278023e-01 -7.163733792992e-10 9.027436654538e-20 5.386750406533e-19 
               284 6.289494063790e-19 9.668444912823e-01 1.252655382095e-01 -6.675325518713e-10 9.027442157033e-20 5.386749848087e-19 
               285 6.289493981727e-19 9.668437253304e-01 1.252688214563e-01 -1.924088721947e-10 9.027500657759e-20 5.386743915951e-19 
               286 6.289493971894e-19 9.668436414088e-01 1.252691807815e-01 -1.827638255043e-10 9.027507142708e-20 5.386743257624e-19 
               287 6.289493939467e-19 9.668433262504e-01 1.252705300241e-01 -1.432098650415e-10 9.027531188458e-20 5.386740820621e-19 
               288 6.289493931030e-19 9.668432623624e-01 1.252708034144e-01 -1.345449696149e-10 9.027535889509e-20 5.386740342079e-19 
               289 6.289493910221e-19 9.668430683154e-01 1.252716336998e-01 -1.105114230377e-10 9.027550241503e-20 5.386738886070e-19 
               290 6.289493894454e-19 9.668429210273e-01 1.252722637274e-01 -9.673822286004e-11 9.027561165707e-20 5.386737777883e-19 
               291 6.289493323940e-19 9.668152410289e-01 1.253905948612e-01 2.134777466011e-09 9.029629472872e-20 5.386530376653e-19 
               292 6.289491342834e-19 9.668151840103e-01 1.253908258409e-01 2.001953342724e-09 9.029611480020e-20 5.386530194832e-19 
               293 6.289491277400e-19 9.668151353287e-01 1.253910229080e-01 1.895683128565e-09 9.029612350673e-20 5.386530042333e-19 
               294 6.289491273314e-19 9.668150867100e-01 1.253912196880e-01 1.795293767493e-09 9.029613894521e-20 5.386529883862e-19 
               295 6.289491043889e-19 9.668118174195e-01 1.254044493537e-01 -4.588547356017e-09 9.029722085600e-20 5.386518835329e-19 
               296 6.289491015653e-19 9.668116804776e-01 1.254049980545e-01 -3.849076100953e-09 9.029736984575e-20 5.386517317195e-19 
               297 6.289491000046e-19 9.668115792849e-01 1.254054034770e-01 -3.390689255849e-09 9.029747006881e-20 5.386516299358e-19 
               298 6.289490992859e-19 9.668114939137e-01 1.254057454701e-01 -3.053019715614e-09 9.029755558981e-20 5.386515436961e-19 
               299 6.289490934783e-19 9.668107181428e-01 1.254088528438e-01 -2.999725211178e-10 9.029832262569e-20 5.386507708526e-19 
               300 6.289490926086e-19 9.668106328858e-01 1.254091940417e-01 -2.808596801615e-10 9.029839670149e-20 5.386506959071e-19 
               301 6.289490917829e-19 9.668105258473e-01 1.254096223558e-01 -2.578415354185e-10 9.029848881469e-20 5.386506029683e-19 
               302 6.289490913046e-19 9.668104674899e-01 1.254098558364e-01 -2.460405395243e-10 9.029853855454e-20 5.386505527500e-19 
               303 6.289490883661e-19 9.668100768468e-01 1.254114186085e-01 -1.700310655785e-10 9.029886932921e-20 5.386502190369e-19 
               304 6.289490865054e-19 9.668098261423e-01 1.254124209659e-01 -1.339865104518e-10 9.029907436957e-20 5.386500121359e-19 
               305 6.289493526921e-19 9.668027855504e-01 1.254405564808e-01 6.714828187245e-10 9.030504302043e-20 5.386443096716e-19 
               306 6.289490416146e-19 9.668027371338e-01 1.254407477864e-01 6.445413484481e-10 9.030477734814e-20 5.386442642665e-19 
               307 6.289490355108e-19 9.668026898779e-01 1.254409342869e-01 6.190314384878e-10 9.030479882057e-20 5.386442366903e-19 
               308 6.289490350498e-19 9.668026429639e-01 1.254411194133e-01 5.943561550518e-10 9.030482457478e-20 5.386442104751e-19 
               309 6.289490342070e-19 9.668025208160e-01 1.254416013619e-01 5.319098897701e-10 9.030489251519e-20 5.386441416918e-19 
               310 6.289490337915e-19 9.668024613698e-01 1.254418358410e-01 5.039476470702e-10 9.030492680688e-20 5.386441069846e-19 
               311 6.289490231465e-19 9.668008468382e-01 1.254482031284e-01 -2.204651814780e-10 9.030587562789e-20 5.386431475186e-19 
               312 6.289490225278e-19 9.668007782475e-01 1.254484725560e-01 -2.111020672151e-10 9.030593202596e-20 5.386430905018e-19 
               313 6.289490220230e-19 9.668007148593e-01 1.254487215193e-01 -2.022869650834e-10 9.030598395734e-20 5.386430380657e-19 
               314 6.289490217145e-19 9.668006731317e-01 1.254488853907e-01 -1.964969063707e-10 9.030601793923e-20 5.386430037753e-19 
               315 6.289490201514e-19 9.668004384564e-01 1.254498069333e-01 -1.642084075274e-10 9.030620854759e-20 5.386428116038e-19 
               316 6.289489982996e-19 9.667970650253e-01 1.254630481104e-01 2.700706457257e-10 9.030889669913e-20 5.386401016004e-19 
               317 6.289924035909e-19 9.667323004096e-01 1.257154451833e-01 -9.398619632520e-09 9.039351999948e-20 5.385988835914e-19 
               318 6.289494224273e-19 9.667322972251e-01 1.257154619124e-01 -9.095930673859e-09 9.035166265391e-20 5.385977597734e-19 
               319 6.289489295687e-19 9.667322868005e-01 1.257154767337e-01 -8.964669746382e-09 9.035157777798e-20 5.385973517907e-19 
               320 6.289489030435e-19 9.667322772908e-01 1.257154902333e-01 -8.925563897042e-09 9.035190377901e-20 5.385969992645e-19 
               321 6.289488767729e-19 9.667322597534e-01 1.257155152673e-01 -8.918466072385e-09 9.035251518567e-20 5.385963615872e-19 
               322 6.289488339660e-19 9.667322200289e-01 1.257155725892e-01 -9.010528070809e-09 9.035384997570e-20 5.385949839903e-19 
               323 6.289488090021e-19 9.667320610865e-01 1.257158076260e-01 -8.547997830057e-09 9.035848389738e-20 5.385903251048e-19 
               324 6.289488008811e-19 9.667320444693e-01 1.257158346494e-01 -7.564694384315e-09 9.035849861353e-20 5.385903022676e-19 
               325 6.289487618553e-19 9.667320357714e-01 1.257158488040e-01 -7.155466323907e-09 9.035848702044e-20 5.385902748349e-19 
               326 6.289487614515e-19 9.667320274007e-01 1.257158624220e-01 -6.792800854966e-09 9.035851212828e-20 5.385902493233e-19 
               327 6.289487611418e-19 9.667320129607e-01 1.257158859240e-01 -6.210064859328e-09 9.035855625164e-20 5.385902048902e-19 
               328 6.289487607581e-19 9.667319896043e-01 1.257159239676e-01 -5.370670044993e-09 9.035862808863e-20 5.385901326695e-19 
               329 6.289487596540e-19 9.667318396754e-01 1.257161684992e-01 -8.295501726261e-10 9.035907444886e-20 5.385896852051e-19 
               330 6.289487611503e-19 9.667317924846e-01 1.257162461453e-01 -6.804916443195e-10 9.035914436409e-20 5.385896167863e-19 
               331 6.289487594544e-19 9.667317815180e-01 1.257162642177e-01 -6.395922558189e-10 9.035915708862e-20 5.385896023658e-19 
               332 6.289487594171e-19 9.667317715011e-01 1.257162807290e-01 -6.060765959382e-10 9.035916850305e-20 5.385895909140e-19 
               333 6.289487594023e-19 9.667317609089e-01 1.257162981925e-01 -5.734036501005e-10 9.035918076887e-20 5.385895786334e-19 
               334 6.289487593912e-19 9.667317523382e-01 1.257163123265e-01 -5.488612643154e-10 9.035919069105e-20 5.385895687002e-19 
               335 6.289487590357e-19 9.667314244068e-01 1.257168532301e-01 3.418459684304e-10 9.035956896132e-20 5.385891900744e-19 
               336 6.289487590262e-19 9.667313214747e-01 1.257170243498e-01 9.649945675811e-11 9.035966325371e-20 5.385890957724e-19 
               337 6.289487612248e-19 9.667312673962e-01 1.257171144609e-01 2.107785833739e-10 9.035968587087e-20 5.385890753539e-19 
               338 6.289487588758e-19 9.667312592168e-01 1.257171280897e-01 1.792047991768e-10 9.035969686794e-20 5.385890620078e-19 
               339 6.289487588502e-19 9.667312513258e-01 1.257171412423e-01 1.568231201948e-10 9.035970820744e-20 5.385890506428e-19 
               340 6.289487588316e-19 9.667312409708e-01 1.257171585072e-01 1.345781234883e-10 9.035972181539e-20 5.385890370162e-19 
               341 6.289487587749e-19 9.667311859652e-01 1.257172502494e-01 5.166426414987e-11 9.035978795192e-20 5.385889708230e-19 
               342 6.289487587422e-19 9.667311599607e-01 1.257172936909e-01 6.774251793350e-11 9.035981006098e-20 5.385889486812e-19 
               343 6.289487586505e-19 9.667310714744e-01 1.257174415690e-01 3.604021837405e-11 9.035990387891e-20 5.385888547716e-19 
               344 6.289487586370e-19 9.667310587222e-01 1.257174629242e-01 3.336853977186e-11 9.035991767522e-20 5.385888409618e-19 
               345 6.289487585710e-19 9.667309808882e-01 1.257175933074e-01 1.892826704646e-11 9.036000217289e-20 5.385887563981e-19 
               346 6.289487585485e-19 9.667309730832e-01 1.257176064062e-01 1.821400555189e-11 9.036001076703e-20 5.385887477814e-19 
               347 6.289487585384e-19 9.667309632874e-01 1.257176228490e-01 1.729360610063e-11 9.036002156121e-20 5.385887369772e-19 
               348 6.289487585248e-19 9.667309500517e-01 1.257176450712e-01 1.605739581062e-11 9.036003614268e-20 5.385887223821e-19 
               349 6.289487517528e-19 9.667193308547e-01 1.257371568642e-01 -1.021133340953e-09 9.037284283524e-20 5.385759089176e-19 
               350 6.289488242023e-19 9.667193023772e-01 1.257372674460e-01 -3.348593147463e-10 9.037303739763e-20 5.385757868047e-19 
               351 6.289487524275e-19 9.667193006557e-01 1.257372741884e-01 -2.873475246292e-10 9.037298049605e-20 5.385757719314e-19 
               352 6.289487516545e-19 9.667192990295e-01 1.257372805356e-01 -2.602661428817e-10 9.037298997415e-20 5.385757616803e-19 
               353 6.289487514328e-19 9.667192967619e-01 1.257372894025e-01 -2.346416584367e-10 9.037300138490e-20 5.385757500479e-19 
               354 6.289487513603e-19 9.667192924773e-01 1.257373061862e-01 -2.038795961230e-10 9.037301845258e-20 5.385757329077e-19 
               355 6.289487513569e-19 9.667192878803e-01 1.257373242297e-01 -1.840978946712e-10 9.037303117631e-20 5.385757201806e-19 
               356 6.289487513550e-19 9.667192829169e-01 1.257373437232e-01 -1.599055516110e-10 9.037304336759e-20 5.385757079874e-19 
               357 6.289487513544e-19 9.667192342939e-01 1.257375347852e-01 4.959194361308e-11 9.037315533876e-20 5.385755960157e-19 
               358 6.289487513390e-19 9.667192324785e-01 1.257375419523e-01 4.759431384980e-11 9.037315752354e-20 5.385755938154e-19 
               359 6.289487513382e-19 9.667192308641e-01 1.257375483262e-01 4.576866821219e-11 9.037315945547e-20 5.385755918827e-19 
               360 6.289487513382e-19 9.667192308641e-01 1.257375483262e-01 4.576866821219e-11 9.037315945547e-20 5.385755918827e-19 
