#              step            E_total                m_x                m_y                m_z             E_exch            E_demag 
#                                    J                                                                           J                  J 
                68 3.686764971977e-18 8.774106769807e-04 -8.774106768019e-04 2.445872235912e-02 2.721616389290e-18 9.651485826876e-19 
                69 3.686686558233e-18 8.774802379321e-04 -8.774802377532e-04 2.446038870366e-02 2.721479728568e-18 9.652068296645e-19 
                70 3.686675991107e-18 8.775321045352e-04 -8.775321043564e-04 2.446210753832e-02 2.721413910275e-18 9.652620808326e-19 
                71 3.686658700605e-18 8.777067483529e-04 -8.777067481749e-04 2.446936795733e-02 2.721183974368e-18 9.654747262367e-19 
                72 3.686655637167e-18 8.776134440513e-04 -8.776134438741e-04 2.447641431415e-02 2.721047076793e-18 9.656085603735e-19 
                73 3.686654789081e-18 8.769760915742e-04 -8.769760913981e-04 2.448336314410e-02 2.720930759715e-18 9.657240293659e-19 
                74 3.686653952409e-18 8.764425414738e-04 -8.764425412983e-04 2.448589702996e-02 2.720892524024e-18 9.657614283848e-19 
                75 3.686653729140e-18 8.758427533041e-04 -8.758427531292e-04 2.448801225721e-02 2.720861878529e-18 9.657918506109e-19 
                76 3.686653592954e-18 8.754344208150e-04 -8.754344206401e-04 2.448915547440e-02 2.720845667456e-18 9.658079254977e-19 
                77 3.686653446838e-18 8.746550049150e-04 -8.746550047406e-04 2.449108463363e-02 2.720818703524e-18 9.658347433143e-19 
                78 3.686653187514e-18 8.727482324128e-04 -8.727482322392e-04 2.449492796731e-02 2.720766092267e-18 9.658870952462e-19 
                79 3.686653728924e-18 8.595643002790e-04 -8.595643001112e-04 2.451252056625e-02 2.720537673947e-18 9.661160549773e-19 
                80 3.686652344112e-18 8.582374273118e-04 -8.582374271443e-04 2.451246579576e-02 2.720538977900e-18 9.661133662119e-19 
                81 3.686652254879e-18 8.571086979800e-04 -8.571086978127e-04 2.451241804464e-02 2.720540959240e-18 9.661112956393e-19 
                82 3.686652225173e-18 8.559788446834e-04 -8.559788445166e-04 2.451236970449e-02 2.720542860067e-18 9.661093651060e-19 
                83 3.686651375235e-18 7.989324569171e-04 -7.989324567640e-04 2.450990298951e-02 2.720633052332e-18 9.660183229032e-19 
                84 3.686650958167e-18 7.801899356653e-04 -7.801899355150e-04 2.450913135054e-02 2.720591132535e-18 9.660598256325e-19 
                85 3.686653353132e-18 7.649029758046e-04 -7.649029756573e-04 2.450994015956e-02 2.720588882734e-18 9.660644703984e-19 
                86 3.686650709854e-18 7.627527906515e-04 -7.627527905046e-04 2.450998498709e-02 2.720585520935e-18 9.660651889191e-19 
                87 3.686650638924e-18 7.606900318637e-04 -7.606900317170e-04 2.451002415727e-02 2.720584780894e-18 9.660658580297e-19 
                88 3.686650604709e-18 7.584469948698e-04 -7.584469947237e-04 2.451006451494e-02 2.720584133197e-18 9.660664715123e-19 
                89 3.686650498382e-18 7.485069942409e-04 -7.485069940965e-04 2.451023310168e-02 2.720581701183e-18 9.660687971990e-19 
                90 3.686650464415e-18 7.459809681057e-04 -7.459809679620e-04 2.451026479211e-02 2.720581394738e-18 9.660690696778e-19 
                91 3.686650427291e-18 7.422396745285e-04 -7.422396743852e-04 2.451030793668e-02 2.720580953880e-18 9.660694734116e-19 
                92 3.686650402941e-18 7.408208002386e-04 -7.408208000956e-04 2.451032223425e-02 2.720580791309e-18 9.660696116317e-19 
                93 3.686650373209e-18 7.381576092239e-04 -7.381576090816e-04 2.451034773107e-02 2.720580516885e-18 9.660698563234e-19 
                94 3.686650302838e-18 7.318103099489e-04 -7.318103098074e-04 2.451040275602e-02 2.720579928311e-18 9.660703745278e-19 
                95 3.686653817198e-18 1.501926474809e-04 -1.501926474419e-04 2.451385769362e-02 2.720552092580e-18 9.661017246175e-19 
                96 3.686647440263e-18 1.498069377254e-04 -1.498069376865e-04 2.451362802466e-02 2.720548305669e-18 9.660991345939e-19 
                97 3.686646496607e-18 1.495193206857e-04 -1.495193206469e-04 2.451347046650e-02 2.720549038384e-18 9.660974582225e-19 
                98 3.686646494290e-18 1.492313289760e-04 -1.492313289375e-04 2.451332173979e-02 2.720550596987e-18 9.660958973031e-19 
                99 3.686646484533e-18 1.476789815813e-04 -1.476789815429e-04 2.451256485018e-02 2.720558546468e-18 9.660879380654e-19 
               100 3.686646476841e-18 1.459680824949e-04 -1.459680824570e-04 2.451197054644e-02 2.720564867632e-18 9.660816092095e-19 
               101 3.686646576351e-18 1.412025404584e-04 -1.412025404212e-04 2.451079137279e-02 2.720577593335e-18 9.660689830157e-19 
               102 3.686646457756e-18 1.408309188604e-04 -1.408309188234e-04 2.451076924717e-02 2.720577710539e-18 9.660687472172e-19 
               103 3.686646456553e-18 1.404655434489e-04 -1.404655434116e-04 2.451074851570e-02 2.720577930279e-18 9.660685262739e-19 
               104 3.686646455478e-18 1.400544844148e-04 -1.400544843779e-04 2.451072633284e-02 2.720578169008e-18 9.660682864699e-19 
               105 3.686646432526e-18 1.278477955018e-04 -1.278477954673e-04 2.451010482010e-02 2.720584934558e-18 9.660614979683e-19 
               106 3.686646431608e-18 1.259502329926e-04 -1.259502329583e-04 2.451018742553e-02 2.720584240297e-18 9.660621913104e-19 
               107 3.686646426214e-18 1.249689033156e-04 -1.249689032815e-04 2.451022257358e-02 2.720583734151e-18 9.660626920621e-19 
               108 3.686646424988e-18 1.243585522998e-04 -1.243585522657e-04 2.451023904874e-02 2.720583583151e-18 9.660628418367e-19 
               109 3.686646423723e-18 1.239348110882e-04 -1.239348110542e-04 2.451024956766e-02 2.720583471564e-18 9.660629521594e-19 
               110 3.686646423089e-18 1.236515695230e-04 -1.236515694893e-04 2.451025612414e-02 2.720583401575e-18 9.660630215140e-19 
               111 3.686646422088e-18 1.230283039853e-04 -1.230283039518e-04 2.451026989190e-02 2.720583254158e-18 9.660631679302e-19 
               112 3.686646421156e-18 1.224462101323e-04 -1.224462100985e-04 2.451028144072e-02 2.720583129334e-18 9.660632918220e-19 
               113 3.686646391841e-18 7.911602809218e-05 -7.911602806867e-05 2.451105673754e-02 2.720574743217e-18 9.660716486232e-19 
               114 3.686646372341e-18 7.898064554789e-05 -7.898064552440e-05 2.451100662406e-02 2.720575249944e-18 9.660711223965e-19 
               115 3.686646364945e-18 7.888947180462e-05 -7.888947178115e-05 2.451097598493e-02 2.720575566688e-18 9.660707982575e-19 
               116 3.686646364694e-18 7.879860382761e-05 -7.879860380411e-05 2.451094729953e-02 2.720575870578e-18 9.660704941161e-19 
               117 3.686646361461e-18 7.749631915182e-05 -7.749631912897e-05 2.451056056089e-02 2.720579979045e-18 9.660663824154e-19 
               118 3.686646359957e-18 7.632974276046e-05 -7.632974273796e-05 2.451046722424e-02 2.720581080067e-18 9.660652798906e-19 
               119 3.686646449929e-18 7.472642930516e-05 -7.472642928327e-05 2.451040947137e-02 2.720581780958e-18 9.660646689713e-19 
               120 3.686646356658e-18 7.459273636234e-05 -7.459273634054e-05 2.451040774494e-02 2.720581721625e-18 9.660646350329e-19 
               121 3.686646356289e-18 7.445909375599e-05 -7.445909373411e-05 2.451040617776e-02 2.720581748614e-18 9.660646076747e-19 
               122 3.686646356019e-18 7.429977774445e-05 -7.429977772236e-05 2.451040444821e-02 2.720581775758e-18 9.660645802612e-19 
               123 3.686646353941e-18 7.265693048402e-05 -7.265693046283e-05 2.451038800496e-02 2.720582010234e-18 9.660643437072e-19 
               124 3.686646353246e-18 7.227970436299e-05 -7.227970434186e-05 2.451038692288e-02 2.720581992020e-18 9.660643612257e-19 
               125 3.686646352884e-18 7.168966336300e-05 -7.168966334196e-05 2.451038496866e-02 2.720582013589e-18 9.660643392953e-19 
               126 3.686646352312e-18 7.156662250301e-05 -7.156662248231e-05 2.451038467092e-02 2.720582016411e-18 9.660643359009e-19 
               127 3.686646352133e-18 7.142284572875e-05 -7.142284570804e-05 2.451038433759e-02 2.720582020134e-18 9.660643319987e-19 
               128 3.686646351793e-18 7.114722786444e-05 -7.114722784353e-05 2.451038372940e-02 2.720582027054e-18 9.660643247388e-19 
               129 3.686646318784e-18 2.095644905576e-05 -2.095644905047e-05 2.451027870201e-02 2.720583259550e-18 9.660630592340e-19 
               130 3.686647062373e-18 1.685194852338e-05 -1.685194851844e-05 2.451042051789e-02 2.720582397398e-18 9.660646649754e-19 
               131 3.686646329214e-18 1.678112633284e-05 -1.678112632797e-05 2.451041954019e-02 2.720581659519e-18 9.660646696949e-19 
               132 3.686646317010e-18 1.671823449499e-05 -1.671823449035e-05 2.451041826325e-02 2.720581644958e-18 9.660646720526e-19 
               133 3.686646315934e-18 1.665033991468e-05 -1.665033990972e-05 2.451041668747e-02 2.720581652352e-18 9.660646635814e-19 
               134 3.686646315293e-18 1.649746805216e-05 -1.649746804733e-05 2.451041287749e-02 2.720581686815e-18 9.660646284785e-19 
               135 3.686646315218e-18 1.632332218101e-05 -1.632332217645e-05 2.451040824505e-02 2.720581748099e-18 9.660645671196e-19 
               136 3.686646315169e-18 1.618675863754e-05 -1.618675863279e-05 2.451040485565e-02 2.720581790493e-18 9.660645246767e-19 
               137 3.686646314970e-18 1.532768654787e-05 -1.532768654314e-05 2.451038511811e-02 2.720582033028e-18 9.660642819416e-19 
               138 3.686646314888e-18 1.525016272100e-05 -1.525016271641e-05 2.451038442285e-02 2.720582039058e-18 9.660642758302e-19 
               139 3.686646314862e-18 1.518675712413e-05 -1.518675711953e-05 2.451038389306e-02 2.720582044110e-18 9.660642707520e-19 
               140 3.686646314848e-18 1.513630591434e-05 -1.513630590965e-05 2.451038349837e-02 2.720582048123e-18 9.660642667252e-19 
               141 3.686646314736e-18 1.468182417889e-05 -1.468182417451e-05 2.451038011656e-02 2.720582083334e-18 9.660642314019e-19 
               142 3.686646314643e-18 1.405584582198e-05 -1.405584581764e-05 2.451037762538e-02 2.720582117646e-18 9.660641969969e-19 
               143 3.686646327555e-18 1.334659130066e-05 -1.334659129652e-05 2.451037601346e-02 2.720582129822e-18 9.660641977335e-19 
               144 3.686646314477e-18 1.331281944537e-05 -1.331281944122e-05 2.451037606955e-02 2.720582120630e-18 9.660641938471e-19 
               145 3.686646314456e-18 1.327931583396e-05 -1.327931582980e-05 2.451037611757e-02 2.720582122990e-18 9.660641914658e-19 
               146 3.686646314445e-18 1.323166229467e-05 -1.323166229039e-05 2.451037617147e-02 2.720582125326e-18 9.660641891195e-19 
               147 3.686646314415e-18 1.305650088895e-05 -1.305650088483e-05 2.451037629831e-02 2.720582130434e-18 9.660641839808e-19 
               148 3.686646314398e-18 1.296371661274e-05 -1.296371660851e-05 2.451037625506e-02 2.720582129629e-18 9.660641847695e-19 
               149 3.686646314326e-18 1.234246468310e-05 -1.234246467924e-05 2.451037604985e-02 2.720582132044e-18 9.660641822827e-19 
               150 3.686646314292e-18 1.229670386469e-05 -1.229670386086e-05 2.451037608054e-02 2.720582130850e-18 9.660641834412e-19 
               151 3.686646314283e-18 1.225380037867e-05 -1.225380037478e-05 2.451037608943e-02 2.720582130948e-18 9.660641833350e-19 
               152 3.686646314277e-18 1.221814322002e-05 -1.221814321602e-05 2.451037609251e-02 2.720582131029e-18 9.660641832487e-19 
               153 3.686646314116e-18 1.113244294023e-05 -1.113244293666e-05 2.451037613938e-02 2.720582133438e-18 9.660641806782e-19 
               154 3.686646314171e-18 1.066429654339e-05 -1.066429653992e-05 2.451037569408e-02 2.720582127335e-18 9.660641868364e-19 
               155 3.686646316972e-18 1.052823155660e-05 -1.052823155317e-05 2.451037633804e-02 2.720582132905e-18 9.660641840664e-19 
               156 3.686646314055e-18 1.050643163919e-05 -1.050643163588e-05 2.451037624416e-02 2.720582131948e-18 9.660641821067e-19 
               157 3.686646314024e-18 1.048511811794e-05 -1.048511811476e-05 2.451037618792e-02 2.720582132593e-18 9.660641814316e-19 
               158 3.686646314016e-18 1.045726524519e-05 -1.045726524167e-05 2.451037613991e-02 2.720582132785e-18 9.660641812303e-19 
               159 3.686646314006e-18 1.039609208903e-05 -1.039609208585e-05 2.451037607867e-02 2.720582132422e-18 9.660641815840e-19 
               160 3.686646314000e-18 1.035415299928e-05 -1.035415299591e-05 2.451037607166e-02 2.720582132032e-18 9.660641819677e-19 
               161 3.686646313889e-18 9.546843988992e-06 -9.546843985837e-06 2.451037597075e-02 2.720582130406e-18 9.660641834836e-19 
               162 3.686646313887e-18 9.490385214208e-06 -9.490385211228e-06 2.451037603698e-02 2.720582131323e-18 9.660641825635e-19 
               163 3.686646313878e-18 9.458659141708e-06 -9.458659138760e-06 2.451037604352e-02 2.720582131686e-18 9.660641821923e-19 
               164 3.686646313872e-18 9.439894662324e-06 -9.439894659368e-06 2.451037604634e-02 2.720582131751e-18 9.660641821207e-19 
               165 3.686646313868e-18 9.415198362653e-06 -9.415198359691e-06 2.451037604913e-02 2.720582131824e-18 9.660641820442e-19 
               166 3.686646313865e-18 9.388291667891e-06 -9.388291664928e-06 2.451037605116e-02 2.720582131880e-18 9.660641819851e-19 
               167 3.686646313260e-18 1.604893644518e-06 -1.604893644333e-06 2.451037634406e-02 2.720582143550e-18 9.660641697097e-19 
               168 3.686646321835e-18 1.572547045363e-06 -1.572547045226e-06 2.451037422342e-02 2.720582099193e-18 9.660642226418e-19 
               169 3.686646313307e-18 1.570520785163e-06 -1.570520784870e-06 2.451037466604e-02 2.720582101370e-18 9.660642119373e-19 
               170 3.686646313262e-18 1.568567540685e-06 -1.568567540546e-06 2.451037498428e-02 2.720582108809e-18 9.660642044532e-19 
               171 3.686646313246e-18 1.565851680544e-06 -1.565851680170e-06 2.451037531938e-02 2.720582116624e-18 9.660641966219e-19 
               172 3.686646313234e-18 1.558508493954e-06 -1.558508493609e-06 2.451037592389e-02 2.720582130637e-18 9.660641825974e-19 
               173 3.686646313234e-18 1.550177261522e-06 -1.550177261318e-06 2.451037601098e-02 2.720582132535e-18 9.660641806981e-19 
               174 3.686646313234e-18 1.550177261522e-06 -1.550177261318e-06 2.451037601098e-02 2.720582132535e-18 9.660641806981e-19 
